HS,CN,__index_level_0__,label,score
sociedades occidentales demasiado civilizadas recibir musulmanes,excepto necesitas taxi tren médico medalla olímpica buena comida suena escena monty python,1442,LABEL_1,0.5648824572563171
sociedades occidentales demasiado civilizadas recibir musulmanes,intolerancia creencias religiosas personas incompatible sociedad occidental,1443,LABEL_1,0.5648824572563171
sociedades occidentales demasiado civilizadas recibir musulmanes,pensamiento inusual musulmanes seres humanos resto seres humanos pueden integrarse cualquier sociedad si surge necesidad,1444,LABEL_1,0.5648824572563171
personas viven occidente pueden vivir musulmanes,sociedad occidental refiere visión estrecha debería ser sociedad occidental,1445,LABEL_1,0.5752806067466736
musulmanes incompatibles cualquier sociedad occidental,occidental simboliza diversidad integración verdadero occidental respete demás,1446,LABEL_1,0.5726754069328308
personas viven occidente pueden vivir musulmanes,occidental simboliza diversidad integración verdadero occidental respete demás,1447,LABEL_1,0.5752806067466736
musulmanes incompatibles cualquier sociedad occidental,sociedad occidental parece bastante incompatible sociedad occidental cualquier momento tal vez podamos aprender indonesia libre conflictos,1448,LABEL_1,0.5726754069328308
personas viven occidente pueden vivir musulmanes,sociedad occidental parece bastante incompatible sociedad occidental cualquier momento tal vez podamos aprender indonesia libre conflictos,1449,LABEL_1,0.5752806067466736
musulmanes incompatibles cualquier sociedad occidental,tan seguro musulmanes viven felices sociedades occidentales ningún problema,1450,LABEL_1,0.5726754069328308
personas viven occidente pueden vivir musulmanes,tan seguro musulmanes viven felices sociedades occidentales ningún problema,1451,LABEL_1,0.5752806067466736
debemos confiar ningún musulmán podrían convertirse terroristas,cada musulmán potencial luchar terrorismo mostrar apoyo víctimas hacer mundo lugar mejor inserte artículos noticias musulmanes terrorismo ayuda después ataques terroristas etc,1452,LABEL_1,0.5613265633583069
musulmán puede cometer ataque terrorista algún día,musulmanes murieron ataques terroristas septiembre unidos julio reino unido,1453,LABEL_1,0.5702226161956787
musulmán terrorista potencia,creo decir desconsiderado diría usted mismo musulmanes,1454,LABEL_1,0.5731096863746643
musulmán puede cometer ataque terrorista algún día,probable musulmanes víctimas ataque terrorista especialmente viven oriente medio,1455,LABEL_1,0.5702226161956787
musulmanes lugar europa civilizada,llamada europa civilizada beneficiado contribuciones islámicas cientos años incluso investigaciones básicas dirían musulmanes derecho cualquier aquí,1456,LABEL_1,0.5716427564620972
debemos confiar ningún musulmán podrían convertirse terroristas,creo decir desconsiderado diría usted mismo musulmanes,1457,LABEL_1,0.5613265633583069
musulmán puede cometer ataque terrorista algún día,toda persona terrorista potencial quieres decir,1458,LABEL_1,0.5702226161956787
musulmanes utilizan actos violencia castigar personas,mezcle política fe ninguna fe realmente fomenta violencia embargo forma políticos lados naciones interpretan historia diferente,1459,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,gran mayoría musulmanes personas pacíficas pequeña minoría violenta representa fe islámica igual terroristas cristianos representan iglesia cristiana,1460,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,ninguna religión fomenta violencia hacia demás creo problema musulmán absoluto,1461,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,misma palabra islam significa rendición proviene árabe salam paz islam religión violenta,1462,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,mucha gente gran bretaña unidos quiere volver instaurar pena ahorcamiento diferente,1463,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,parece generalizando toda religión porcentaje pequeño extremistas hace,1464,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,solo apuntar musulmanes creen solo dios puede castigar perdonar violencia parece ser problema,1465,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,verdadero seguidor corán puede iniciar guerra incluso estalla guerra justa musulmanes pueden matar personas inocentes,1466,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,parte problema nadie quiere lastimarse cita donald trump tal vez musulmán encubierto,1467,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,violencia solo permitida corán medio autodefensa,1468,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,corán enseña justicia criminales deben ser tratados justicia tener oportunidad reformarse,1469,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,islam religión paz personas usan justificar violencia comprenden islam cumplen principios,1470,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,problema musulmán todas personas cualquier clase social pueden ser violentas,1471,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,noticias positivas comunidad musulmana,1472,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,informes noticias sesgados hacen creer personas todas religiones cometen incidentes violentos musulmanes simplemente reciben atención,1473,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,palestina ocupada sudáfrica apartheid irlanda disturbios tantos homófobos racistas padres antiguo profesor educación física muchas muchas escuelas públicas unidos,1474,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,versos violentos corán utilizados grupos isis justificar malvadas atrocidades sido seleccionados contexto corán prohíbe selección mismos texto holístico,1475,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,entonces manifestantes violentos apoyo tommy musulmanes,1476,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,entonces nunca escuela pública,1477,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,uso violencia suena problema musulmán suena táctica utilizada grupos cierto punto religiosos enmarcando musulmán apoyar propias motivaciones,1478,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,bueno papa representa millones católicos gran imán asiento alto islam sunita hacen declaración conjunta dice declaramos resueltamente religiones nunca deben incitar guerra actitudes odio hostilidad extremismo deben incitar violencia derramamiento sangre sé quién creeré deja escuchar solo noticias quieres creer,1479,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,pasa violencia utilizada cristianismo últimos cientos años cruzadas parecen cuestión musulmana,1480,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,verdad,1481,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,recuerdo haber visto tiroteos unidos perpetrados tirador musulmán,1482,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,violencia problema musulmán especialmente toda violencia sufren musulmanes debido intolerancia llena odio discriminación,1483,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,usar intolerancia discriminación alguien diferente suena problema occidental,1484,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,corán dice musulmanes deben buscar hostilidad hacia aquellos buscado ninguna guerra yihadistas representan fe islámica,1485,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,acciones unas pocas personas representan toda comunidad,1486,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,mitin trump,1487,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,ciento padres azotadores donald trump castigo corporal actualmente legal unidos,1488,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,quién dijo perdonar vara malcría niño cuántos musulmanes sugiriendo violencia musulmanes suena problema mundo occidental,1489,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,problema musulmán fe millones toda violenta,1490,LABEL_1,0.5727679133415222
musulmanes utilizan actos violencia castigar personas,alguna vez hablado musulmán,1491,LABEL_1,0.5727679133415222
musulmanes lugar europa civilizada,musulmanes conozco gente corriente trabajadora cualquier religión,1492,LABEL_1,0.5716427564620972
musulmanes lugar europa civilizada,bueno mayoría musulmanes aquí debido cruzadas civilizadas esclavitud escala industrial civilizada saqueo civilizado recursos naturales embargo gran mayoría musulmanes reino unido orgullosos ser británicos trabajan duro contribuyen economía,1493,LABEL_1,0.5716427564620972
debemos confiar ningún musulmán podrían convertirse terroristas,toda persona islamófoba potencial utilizar intención terrorismo violencia musulmanes terrorismo presenta todas formas tamaños,1494,LABEL_1,0.5613265633583069
europa civilizada musulmanes deberían quedarse allí,bueno mayoría musulmanes aquí debido cruzadas civilizadas esclavitud escala industrial civilizada saqueo civilizado recursos naturales embargo gran mayoría musulmanes reino unido orgullosos ser británicos trabajan duro contribuyen economía,1495,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,refieres médicos enfermeras arquitectos artistas profesores,1496,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,refieres médicos enfermeras arquitectos artistas profesores,1497,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,musulmanes lugar sociedad multicultural europa desafortunadamente intolerancia,1498,LABEL_1,0.5716427564620972
musulmán terrorista potencia,cómo puede decir persona terrorista potencial,1499,LABEL_1,0.5731096863746643
musulmán terrorista potencia,mundo puede ser potencialmente cualquier cosa gustaría ser,1500,LABEL_1,0.5731096863746643
musulmán puede cometer ataque terrorista algún día,creo decir desconsiderado diría usted mismo musulmanes,1501,LABEL_1,0.5702226161956787
europa civilizada musulmanes deberían quedarse allí,musulmanes lugar sociedad multicultural europa desafortunadamente intolerancia,1502,LABEL_1,0.5752730965614319
musulmán puede cometer ataque terrorista algún día,mundo puede ser potencialmente cualquier cosa gustaría ser,1503,LABEL_1,0.5702226161956787
debemos confiar ningún musulmán podrían convertirse terroristas,mundo puede ser potencialmente cualquier cosa gustaría ser,1504,LABEL_1,0.5613265633583069
musulmanes lugar europa civilizada,después segunda guerra mundial gobiernos europeos reclutaron musulmanes reconstruir europa europa civilizada musulmanes,1505,LABEL_1,0.5716427564620972
musulmán terrorista potencia,creo convertirse terrorista necesita persona mente estrecha visión mundo cerrada ah siento,1506,LABEL_1,0.5731096863746643
europa civilizada musulmanes deberían quedarse allí,después segunda guerra mundial gobiernos europeos reclutaron musulmanes reconstruir europa europa civilizada musulmanes,1507,LABEL_1,0.5752730965614319
debemos confiar ningún musulmán podrían convertirse terroristas,creo convertirse terrorista necesita persona mente estrecha visión mundo cerrada ah siento,1508,LABEL_1,0.5613265633583069
musulmanes lugar europa civilizada,cada musulmán incluso campeones olímpicos celebridades televisión cirujanos médicos maestros científicos aquellos mantienen funcionamiento infraestructura transporte nación verdad crees lugar civilización,1509,LABEL_1,0.5716427564620972
musulmán terrorista potencia,mayoría musulmanes mundo pacíficos,1510,LABEL_1,0.5731096863746643
europa civilizada musulmanes deberían quedarse allí,cada musulmán incluso campeones olímpicos celebridades televisión cirujanos médicos maestros científicos aquellos mantienen funcionamiento infraestructura transporte nación verdad crees lugar civilización,1511,LABEL_1,0.5752730965614319
debemos confiar ningún musulmán podrían convertirse terroristas,cómo puede decir persona terrorista potencial,1512,LABEL_1,0.5613265633583069
debemos confiar ningún musulmán podrían convertirse terroristas,mayoría musulmanes mundo pacíficos,1513,LABEL_1,0.5613265633583069
musulmanes lugar europa civilizada,civilizaciones antiguas existen islámicas llamaría civilizado odio religioso dirigido musulmanes europa,1514,LABEL_1,0.5716427564620972
musulmán terrorista potencia,puntos vista agrupan musulmanes fingen menos humanos empuja cerca,1515,LABEL_1,0.5731096863746643
musulmán terrorista potencia,musulmanes murieron ataques terroristas septiembre unidos julio reino unido,1516,LABEL_1,0.5731096863746643
europa civilizada musulmanes deberían quedarse allí,civilizaciones antiguas existen islámicas llamaría civilizado odio religioso dirigido musulmanes europa,1517,LABEL_1,0.5752730965614319
debemos confiar ningún musulmán podrían convertirse terroristas,musulmanes murieron ataques terroristas septiembre unidos julio reino unido,1518,LABEL_1,0.5613265633583069
musulmanes utilizan actos violencia castigar personas,solo espera musulmanes involucren combate guerra nunca personas inocentes creyentes,1519,LABEL_1,0.5727679133415222
musulmán terrorista potencia,probable musulmanes víctimas ataque terrorista especialmente viven oriente medio,1520,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,probable musulmanes víctimas ataque terrorista especialmente viven oriente medio,1521,LABEL_1,0.5613265633583069
musulmanes lugar europa civilizada,basa opinión,1522,LABEL_1,0.5716427564620972
musulmán terrorista potencia,toda persona islamófoba potencial utilizar intención terrorismo violencia musulmanes terrorismo presenta todas formas tamaños,1523,LABEL_1,0.5731096863746643
musulmán terrorista potencia,toda persona terrorista potencial quieres decir,1524,LABEL_1,0.5731096863746643
musulmán terrorista potencia,podría decir cualquier persona musulmana según gobierno extremismo extrema derecha amenaza terrorista mayor musulmanes convierte terrorista potencial,1525,LABEL_1,0.5731096863746643
musulmán puede cometer ataque terrorista algún día,puntos vista agrupan musulmanes fingen menos humanos empuja cerca,1526,LABEL_1,0.5702226161956787
europa civilizada musulmanes deberían quedarse allí,basa opinión,1527,LABEL_1,0.5752730965614319
debemos confiar ningún musulmán podrían convertirse terroristas,toda persona terrorista potencial quieres decir,1528,LABEL_1,0.5613265633583069
usar violencia castigar persona suena problema musulmán,mezcle política fe ninguna fe realmente fomenta violencia embargo forma políticos lados naciones interpretan historia diferente,1529,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,mezcle política fe ninguna fe realmente fomenta violencia embargo forma políticos lados naciones interpretan historia diferente,1530,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,gran mayoría musulmanes personas pacíficas pequeña minoría violenta representa fe islámica igual terroristas cristianos representan iglesia cristiana,1531,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,gran mayoría musulmanes personas pacíficas pequeña minoría violenta representa fe islámica igual terroristas cristianos representan iglesia cristiana,1532,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,ninguna religión fomenta violencia hacia demás creo problema musulmán absoluto,1533,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,ninguna religión fomenta violencia hacia demás creo problema musulmán absoluto,1534,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,misma palabra islam significa rendición proviene árabe salam paz islam religión violenta,1535,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,misma palabra islam significa rendición proviene árabe salam paz islam religión violenta,1536,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,mucha gente gran bretaña unidos quiere volver instaurar pena ahorcamiento diferente,1537,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,mucha gente gran bretaña unidos quiere volver instaurar pena ahorcamiento diferente,1538,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,parece generalizando toda religión porcentaje pequeño extremistas hace,1539,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,parece generalizando toda religión porcentaje pequeño extremistas hace,1540,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,solo apuntar musulmanes creen solo dios puede castigar perdonar violencia parece ser problema,1541,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,solo apuntar musulmanes creen solo dios puede castigar perdonar violencia parece ser problema,1542,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,verdadero seguidor corán puede iniciar guerra incluso estalla guerra justa musulmanes pueden matar personas inocentes,1543,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,verdadero seguidor corán puede iniciar guerra incluso estalla guerra justa musulmanes pueden matar personas inocentes,1544,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,parte problema nadie quiere lastimarse cita donald trump tal vez musulmán encubierto,1545,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,parte problema nadie quiere lastimarse cita donald trump tal vez musulmán encubierto,1546,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,violencia solo permitida corán través medios autodefensa,1547,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,violencia solo permitida corán través medios autodefensa,1548,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,corán enseña justicia criminales deben ser tratados justicia tener oportunidad reformarse,1549,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,corán enseña justicia criminales deben ser tratados justicia tener oportunidad reformarse,1550,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,islam religión paz personas usan justificar violencia comprenden islam cumplen principios,1551,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,islam religión paz personas usan justificar violencia comprenden islam cumplen principios,1552,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,problema musulmán todas personas cualquier clase social pueden ser violentas,1553,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,problema musulmán todas personas cualquier clase social pueden ser violentas,1554,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,historia noticias positivas comunidad musulmana,1555,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,historia noticias positivas comunidad musulmana,1556,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,informes noticias sesgados hacen creer personas todas religiones cometen incidentes violentos musulmanes simplemente reciben atención,1557,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,informes noticias sesgados hacen creer personas todas religiones cometen incidentes violentos musulmanes simplemente reciben atención,1558,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,palestina ocupada sudáfrica apartheid irlanda disturbios tantos homófobos racistas padres antiguo profesor educación física muchas muchas escuelas públicas unidos,1559,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,palestina ocupada sudáfrica apartheid irlanda disturbios tantos homófobos racistas padres antiguo profesor educación física muchas muchas escuelas públicas unidos,1560,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,versos violentos corán utilizados grupos isis justificar malvadas atrocidades sido seleccionados contexto corán prohíbe selección mismos texto holístico,1561,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,versos violentos corán utilizados grupos isis justificar malvadas atrocidades sido seleccionados contexto corán prohíbe selección mismos texto holístico,1562,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,entonces manifestantes violentos apoyo tommy musulmanes,1563,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,entonces manifestantes violentos apoyo tommy musulmanes,1564,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,entonces nunca escuela pública,1565,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,entonces nunca escuela pública,1566,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,uso violencia suena problema musulmán suena táctica utilizada grupos cierto punto religiosos enmarcando musulmán apoyar propias motivaciones,1567,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,uso violencia suena problema musulmán suena táctica utilizada grupos cierto punto religiosos enmarcando musulmán apoyar propias motivaciones,1568,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,bueno papa representa millones católicos gran imán asiento alto islam sunita hacen declaración conjunta dice declaramos resueltamente religiones nunca deben incitar guerra actitudes odio hostilidad extremismo deben incitar violencia derramamiento sangre sé quién creeré deja escuchar solo noticias quieres creer,1569,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,bueno papa representa millones católicos gran imán asiento alto islam sunita hacen declaración conjunta dice declaramos resueltamente religiones nunca deben incitar guerra actitudes odio hostilidad extremismo deben incitar violencia derramamiento sangre sé quién creeré deja escuchar solo noticias quieres creer,1570,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,pasa violencia utilizada cristianismo últimos cientos años cruzadas parecen cuestión musulmana,1571,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,pasa violencia utilizada cristianismo últimos cientos años cruzadas parecen cuestión musulmana,1572,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,verdad,1573,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,verdad,1574,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,recuerdo haber visto tiroteos unidos perpetrados tirador musulmán,1575,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,recuerdo haber visto tiroteos unidos perpetrados tirador musulmán,1576,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,violencia problema musulmán especialmente toda violencia sufren musulmanes debido intolerancia llena odio discriminación,1577,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,violencia problema musulmán especialmente toda violencia sufren musulmanes debido intolerancia llena odio discriminación,1578,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,usar intolerancia discriminación alguien diferente suena problema occidental,1579,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,usar intolerancia discriminación alguien diferente suena problema occidental,1580,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,corán dice musulmanes deben buscar hostilidad hacia aquellos buscado ninguna guerra yihadistas representan fe islámica,1581,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,corán dice musulmanes deben buscar hostilidad hacia aquellos buscado ninguna guerra yihadistas representan fe islámica,1582,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,acciones unas pocas personas representan toda comunidad,1583,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,acciones unas pocas personas representan toda comunidad,1584,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,mitin trump,1585,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,mitin trump,1586,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,ciento padres azotadores donald trump castigo corporal actualmente legal unidos,1587,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,ciento padres azotadores donald trump castigo corporal actualmente legal unidos,1588,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,quién dijo perdonar vara malcría niño cuántos musulmanes sugiriendo violencia musulmanes suena problema mundo occidental,1589,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,quién dijo perdonar vara malcría niño cuántos musulmanes sugiriendo violencia musulmanes suena problema mundo occidental,1590,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,problema musulmán fe millones toda violenta,1591,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,problema musulmán fe millones toda violenta,1592,LABEL_1,0.5726763010025024
usar violencia castigar persona suena problema musulmán,alguna vez hablado musulmán,1593,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,alguna vez hablado musulmán,1594,LABEL_1,0.5726763010025024
debemos confiar ningún musulmán podrían convertirse terroristas,podría decir cualquier persona musulmana según gobierno extremismo extrema derecha amenaza terrorista mayor musulmanes convierte terrorista potencial,1595,LABEL_1,0.5613265633583069
musulmán terrorista potencia,activistas sillón extrema derecha,1596,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,activistas sillón extrema derecha,1597,LABEL_1,0.5613265633583069
musulmán terrorista potencia,lucharon murieron gran bretaña guerras todas guerras posteriores,1598,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,lucharon murieron gran bretaña guerras todas guerras posteriores,1599,LABEL_1,0.5613265633583069
musulmán terrorista potencia,estereotiparías generalizarías toda comunidad acciones pocos,1600,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,estereotiparías generalizarías toda comunidad acciones pocos,1601,LABEL_1,0.5613265633583069
musulmán terrorista potencia,cualquier individuo puede convertirse terrorista creencias religiosas intervienen,1602,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,cualquier individuo puede convertirse terrorista creencias religiosas intervienen,1603,LABEL_1,0.5613265633583069
musulmán terrorista potencia,musulmán potencial defensor paz,1604,LABEL_1,0.5731096863746643
debemos confiar ningún musulmán podrían convertirse terroristas,entonces millones personas podrían ser terroristas,1605,LABEL_1,0.5613265633583069
musulmán terrorista potencia,basa opinión,1606,LABEL_1,0.5731096863746643
musulmanes civilizados europa quiere,comunidades islámicas centenarias europa,1607,LABEL_1,0.5741958022117615
musulmanes civilizados europa quiere,primeras universidades europa establecidas musulmanes musulmanes ayudaron crear europa civilizada,1608,LABEL_1,0.5741958022117615
usar violencia castigar persona suena problema musulmán,solo espera musulmanes involucren combate guerra nunca personas inocentes creyentes,1609,LABEL_1,0.5756582021713257
musulmanes aplican castigos corporales crueles personas,solo espera musulmanes involucren combate guerra nunca personas inocentes creyentes,1610,LABEL_1,0.5726763010025024
europa civilizada musulmanes deberían quedarse allí,odio cabida europa civilizada,1611,LABEL_1,0.5752730965614319
europa civilizada musulmanes deberían quedarse allí,pueblos lugar todas partes mundo,1612,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,odio cabida europa civilizada,1613,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,europa civilizada nunca prohibiría grupo basándose creencias religiosas sentimiento islamófobo antítesis civilizado,1614,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,pueblos lugar todas partes mundo,1615,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,hace decir cómo musulmanes incivilizados,1616,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,europa civilizada nunca prohibiría grupo basándose creencias religiosas sentimiento islamófobo antítesis civilizado,1617,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,prohibiremos café papel guitarra idioma inglés álgebra vacunas enfermedades canales hospitales sistema numérico cualquier contribución europa civilizada mundo islámico,1618,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,hace decir cómo musulmanes incivilizados,1619,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,aquí civilizados cruzadas allí primero vinieron después invitamos reconstruir civilización después guerra,1620,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,prohibiremos café papel guitarra idioma inglés álgebra vacunas enfermedades canales hospitales sistema numérico cualquier contribución europa civilizada mundo islámico,1621,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,llamada europa civilizada beneficiado contribuciones islámicas cientos años incluso investigaciones básicas dirían musulmanes derecho cualquier aquí,1622,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,malo musulmanes viven europa,1623,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,malo musulmanes viven europa,1624,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,entonces personas hacen declaraciones tan radicales basadas odio ignorancia pertenecen civilización,1625,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,entonces personas hacen declaraciones tan radicales basadas odio ignorancia pertenecen civilización,1626,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,civilizado pensar millones personas diferentes países culturas tradiciones ramas islam pensarías cualquier religión,1627,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,civilizado pensar millones personas diferentes países culturas tradiciones ramas islam pensarías cualquier religión,1628,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,cómo puedes decir fe millones personas,1629,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,cómo puedes decir fe millones personas,1630,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,odio discriminación tampoco,1631,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,odio discriminación tampoco,1632,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,europa civilizada podría beneficiarse diversidad experiencia musulmanes aquí mezcla culturas aquí hace grande europa,1633,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,europa civilizada podría beneficiarse diversidad experiencia musulmanes aquí mezcla culturas aquí hace grande europa,1634,LABEL_1,0.5752730965614319
musulmanes lugar europa civilizada,musulmanes demás seres humanos derecho vivir quieran,1635,LABEL_1,0.5716427564620972
europa civilizada musulmanes deberían quedarse allí,musulmanes demás seres humanos derecho vivir quieran,1636,LABEL_1,0.5752730965614319
